PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0847,Hong Kong,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0848,Hong Kong,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,DeepSeek,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0849,Hong Kong,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0850,Hong Kong,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, overall value, scholarships and career return and graduate prospects?",OpenAI,DeepSeek,Gemini,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0851,Hong Kong,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0852,Hong Kong,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0853,Hong Kong,Prospective Student (Postgraduate),Engineering,Reputation,"Which postgraduate engineering programmes are best recognised by employers in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0854,Hong Kong,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0855,Hong Kong,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0856,Hong Kong,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0857,UAE,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in the United Arab Emirates and Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0858,UAE,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,Anthropic,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0859,UAE,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0860,UAE,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, scholarships, total cost and long-term career value and graduate prospects?",OpenAI,Anthropic,Gemini,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0861,UAE,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0862,UAE,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0863,UAE,Prospective Student (Postgraduate),Engineering,Reputation,"Which postgraduate engineering programmes are best recognised by employers in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0864,UAE,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0865,UAE,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0866,UAE,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0867,UK,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by UK employers and professional bodies?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0868,UK,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0869,UK,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0870,UK,Prospective Student (Undergraduate),Business,Careers & Employability,Which universities have business graduates who are especially well regarded by employers in careers in the UK?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0871,UK,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0872,UK,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for UK-based students?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0873,UK,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0874,UK,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0875,UK,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for UK research funders, public services and industry?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0876,UK,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0877,China,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0878,China,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0879,China,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0880,China,Prospective Student (Undergraduate),Business,Careers & Employability,Which universities have business graduates who are especially well regarded by employers in careers in China and internationally?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0881,China,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0882,China,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from China?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0883,China,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0884,China,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0885,China,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Chinese universities, institutes and industry partners?",DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0886,China,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0887,India,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0888,India,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0889,India,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0890,India,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0891,India,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0892,India,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from India?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0893,India,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0894,India,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0895,India,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0896,India,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0897,Hong Kong,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0898,Hong Kong,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0899,Hong Kong,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0900,Hong Kong,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0901,Hong Kong,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0902,Hong Kong,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from Hong Kong?,OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0903,Hong Kong,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,DeepSeek,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0904,Hong Kong,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0905,Hong Kong,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0906,Hong Kong,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,DeepSeek,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0907,UAE,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in the United Arab Emirates and Gulf?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0908,UAE,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0909,UAE,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0910,UAE,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0911,UAE,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0912,UAE,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from the United Arab Emirates?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0913,UAE,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0914,UAE,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0915,UAE,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0916,UAE,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0917,UK,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0918,UK,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0919,UK,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Anthropic,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0920,UK,Prospective Student (Undergraduate),Humanities,International Recognition,Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in the UK?,OpenAI,Anthropic,Gemini,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0921,UK,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0922,UK,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0923,UK,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, tuition, living costs and value for money and career value?",OpenAI,Anthropic,Gemini,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0924,UK,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0925,UK,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for UK research funders, public services and industry?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0926,UK,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0927,China,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0928,China,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0929,China,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",DeepSeek,,,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0930,China,Prospective Student (Undergraduate),Humanities,International Recognition,Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in China and internationally?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0931,China,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0932,China,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0933,China,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, total cost and return on investment and career value?",DeepSeek,,,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0934,China,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0935,China,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Chinese universities, institutes and industry partners?",DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0936,China,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0937,India,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0938,India,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0939,India,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Gemini,Perplexity,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0940,India,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0941,India,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0942,India,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0943,India,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, affordability and return on investment and career value?",OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0944,India,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0945,India,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0946,India,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0947,Hong Kong,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,DeepSeek,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0948,Hong Kong,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0949,Hong Kong,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,DeepSeek,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0950,Hong Kong,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0951,Hong Kong,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0952,Hong Kong,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0953,Hong Kong,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, overall value, scholarships and career return and career value?",OpenAI,DeepSeek,Gemini,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
