PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3
,United Arab Emirates,Prospective Student (Postgraduate),Computer Science,University Overview,"Which universities offer the strongest postgraduate opportunities in areas such as AI, cybersecurity, data science and advanced computing?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Computer Science,Careers & Employability,Which universities provide the strongest route into high-value technology careers for students from the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Computer Science,Reputation,"Which postgraduate computing programmes are best recognised by technology employers in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Computer Science,Research & Innovation,"Which UK universities have the strongest research capability in AI, computing, data and cybersecurity?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Computer Science,Collaboration & Partnerships,"Which universities would make the strongest technology research partners for United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Computer Science,Research & Innovation,Which universities have the deepest pools of doctoral and academic talent in advanced computing?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by UK employers and professional bodies?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, tuition, living costs and value for money and graduate prospects?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Engineering,Reputation,Which postgraduate engineering programmes are best recognised by employers in careers in the UK?,OpenAI,Anthropic,Gemini
,UK,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,Anthropic,Gemini
,UK,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with UK research funders, public services and industry?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,Anthropic,Gemini
,China,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in China?,DeepSeek,,
,China,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",DeepSeek,,
,China,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",DeepSeek,,
,China,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, scholarships, total cost and return on investment and graduate prospects?",DeepSeek,,
,China,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,DeepSeek,,
,China,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,DeepSeek,,
,China,Prospective Student (Postgraduate),Engineering,Reputation,Which postgraduate engineering programmes are best recognised by employers in careers in China and internationally?,DeepSeek,,
,China,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,DeepSeek,,
,China,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with Chinese universities, institutes and industry partners?",DeepSeek,,
,China,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,DeepSeek,,
,India,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, scholarships, affordability and return on investment and graduate prospects?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Engineering,Reputation,"Which postgraduate engineering programmes are best recognised by employers in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity
,India,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,Gemini,Perplexity
,India,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity
,India,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,Gemini,Perplexity
,Hong Kong,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in Hong Kong?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, overall value, scholarships and career return and graduate prospects?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Engineering,Reputation,"Which postgraduate engineering programmes are best recognised by employers in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,DeepSeek,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Engineering,Reputation,Which UK universities are most highly regarded for engineering by employers and professional organisations in the United Arab Emirates and Gulf?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Engineering,Facilities,"Which universities offer the strongest engineering laboratories, design facilities and hands-on project experience?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Engineering,Careers & Employability,"Which universities give engineering students the strongest access to placements, major employers and graduate schemes?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Engineering,Cost & Value,"Which universities offer the strongest combination of engineering reputation, scholarships, total cost and long-term career value and graduate prospects?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Engineering,Academic Experience,Which universities offer the strongest postgraduate engineering education for advanced technical and leadership careers?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Engineering,Collaboration & Partnerships,Which universities have the strongest engineering partnerships with major industrial employers?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Engineering,Reputation,"Which postgraduate engineering programmes are best recognised by employers in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Engineering,Research & Innovation,Which UK universities have the strongest engineering research capability and facilities?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Engineering,Collaboration & Partnerships,"Which universities are best suited to major engineering research partnerships with United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Engineering,Research & Innovation,Which universities have the strongest large-scale engineering test facilities and applied research centres?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by UK employers and professional bodies?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Business,Careers & Employability,Which universities have business graduates who are especially well regarded by employers in careers in the UK?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for UK-based students?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for UK research funders, public services and industry?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Anthropic,Gemini
,China,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in China?,DeepSeek,,
,China,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",DeepSeek,,
,China,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,DeepSeek,,
,China,Prospective Student (Undergraduate),Business,Careers & Employability,Which universities have business graduates who are especially well regarded by employers in careers in China and internationally?,DeepSeek,,
,China,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,DeepSeek,,
,China,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from China?,DeepSeek,,
,China,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",DeepSeek,,
,China,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",DeepSeek,,
,China,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Chinese universities, institutes and industry partners?",DeepSeek,,
,China,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",DeepSeek,,
,India,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from India?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Gemini,Perplexity
,India,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Gemini,Perplexity
,India,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity
,India,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Gemini,Perplexity
,Hong Kong,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in Hong Kong?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from Hong Kong?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,DeepSeek,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Business,Reputation,Which UK universities are most highly regarded for business education by employers and professional organisations in the United Arab Emirates and Gulf?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities give business undergraduates the strongest access to internships, graduate schemes and leading employers?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Business,Collaboration & Partnerships,Which universities provide the strongest international business networks and study-abroad opportunities?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Business,Careers & Employability,"Which universities have business graduates who are especially well regarded by employers in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Business,Reputation,Which UK business schools have the strongest international reputation for postgraduate study?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Business,Careers & Employability,Which universities provide the strongest postgraduate Careers & Employability and employer access for students from the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Business,University Overview,"Which postgraduate business programmes offer the strongest balance of fees, Careers & Employability and international recognition?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Business,Research & Innovation,"Which UK universities have the strongest research in management, economics, finance, organisations and business innovation?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Business,Collaboration & Partnerships,"Which universities would make the strongest business research partners for United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Business,Careers & Employability,"Which universities provide the strongest access to companies, executives and real-world organisational data for collaborative research?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Humanities,International Recognition,Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in the UK?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, tuition, living costs and value for money and career value?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Anthropic,Gemini
,UK,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for UK research funders, public services and industry?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Anthropic,Gemini
,China,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,DeepSeek,,
,China,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,DeepSeek,,
,China,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",DeepSeek,,
,China,Prospective Student (Undergraduate),Humanities,International Recognition,Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in China and internationally?,DeepSeek,,
,China,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,DeepSeek,,
,China,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",DeepSeek,,
,China,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, total cost and return on investment and career value?",DeepSeek,,
,China,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,DeepSeek,,
,China,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Chinese universities, institutes and industry partners?",DeepSeek,,
,China,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",DeepSeek,,
,India,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, affordability and return on investment and career value?",OpenAI,Gemini,Perplexity
,India,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Gemini,Perplexity
,India,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity
,India,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Gemini,Perplexity
,Hong Kong,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, overall value, scholarships and career return and career value?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,DeepSeek,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, total cost and long-term career value and career value?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Undergraduate),Defence,International Recognition,Which universities offer defence-related degrees that are most respected by employers and institutions in careers in the UK?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,OpenAI,Anthropic,Gemini
,UK,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from UK-based students?,OpenAI,Anthropic,Gemini
,UK,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in UK research funders, public services and industry?",OpenAI,Anthropic,Gemini
,UK,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",OpenAI,Anthropic,Gemini
,China,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",DeepSeek,,
,China,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",DeepSeek,,
,China,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",DeepSeek,,
,China,Prospective Student (Undergraduate),Defence,International Recognition,Which universities offer defence-related degrees that are most respected by employers and institutions in careers in China and internationally?,DeepSeek,,
,China,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",DeepSeek,,
,China,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,DeepSeek,,
,China,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from students from China?,DeepSeek,,
,China,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",DeepSeek,,
,China,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in Chinese universities, institutes and industry partners?",DeepSeek,,
,China,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",DeepSeek,,
,India,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Undergraduate),Defence,International Recognition,"Which universities offer defence-related degrees that are most respected by employers and institutions in careers in India, the UK and multinational organisations?",OpenAI,Gemini,Perplexity
